,candidate,Senate_votes,total_votes,Biden_votes,senatePRC,bidenPRC,difference
"Georgia, Madison County",Jon Ossoff,3303,14798,3411,22.32058386,23.05041222,0.729828355
"Georgia, Marion County",Jon Ossoff,1267,3599,1312,35.2042234,36.45457071,1.250347319
"Georgia, McDuffie County",Jon Ossoff,3968,10370,4168,38.26422372,40.19286403,1.928640309
"Georgia, McIntosh County",Jon Ossoff,2498,6602,2612,37.83701909,39.56376855,1.72674947
"Georgia, Meriwether County",Jon Ossoff,4135,10778,4287,38.36518835,39.77546855,1.4102802
"Georgia, Miller County",Jon Ossoff,687,2781,748,24.70334412,26.89679971,2.193455592
"Georgia, Mitchell County",Jon Ossoff,3832,8871,3993,43.19693383,45.01183632,1.814902491
"Georgia, Monroe County",Jon Ossoff,4205,15428,4385,27.2556391,28.42234898,1.166709878
"Georgia, Montgomery County",Jon Ossoff,931,3920,980,23.75,25,1.25
"Georgia, Morgan County",Jon Ossoff,3151,11627,3353,27.10071386,28.83804937,1.737335512
"Georgia, Murray County",Jon Ossoff,2296,15151,2301,15.15411524,15.18711636,0.033001122
"Georgia, Oconee County",Jon Ossoff,7465,25142,8162,29.69135311,32.46360671,2.7722536
"Georgia, Oglethorpe County",Jon Ossoff,2323,8057,2439,28.83207149,30.27181333,1.439741839
"Georgia, Paulding County",Jon Ossoff,28755,84548,29695,34.01026636,35.12206084,1.111794484
"Georgia, Peach County",Jon Ossoff,5702,12432,5922,45.86550837,47.63513514,1.76962677
"Georgia, Pickens County",Jon Ossoff,2678,16969,2824,15.78171961,16.64211209,0.86039248
"Georgia, Pierce County",Jon Ossoff,1002,8941,1100,11.20680013,12.3028744,1.096074265
"Georgia, Pike County",Jon Ossoff,1430,10649,1505,13.42849094,14.13278242,0.704291483
"Georgia, Polk County",Jon Ossoff,3537,17235,3657,20.52219321,21.21845083,0.696257615
"Georgia, Pulaski County",Jon Ossoff,1139,4005,1230,28.43945069,30.71161049,2.2721598
"Georgia, Putnam County",Jon Ossoff,3299,11767,3448,28.03603297,29.30228605,1.266253081
"Georgia, Quitman County",Jon Ossoff,470,1086,497,43.27808471,45.76427256,2.486187845
"Georgia, Rabun County",Jon Ossoff,1825,9472,1984,19.26731419,20.94594595,1.678631757
"Georgia, Schley County",Jon Ossoff,439,2256,462,19.45921986,20.4787234,1.019503546
"Georgia, Screven County",Jon Ossoff,2589,6547,2661,39.54482969,40.64457003,1.099740339
"Georgia, Seminole County",Jon Ossoff,1187,3838,1256,30.92756644,32.7253778,1.79781136
"Georgia, Spalding County",Jon Ossoff,11355,29764,11828,38.15011423,39.73928235,1.589168123
"Georgia, Stephens County",Jon Ossoff,2187,11768,2386,18.5842964,20.27532291,1.691026513
"Georgia, Tattnall County",Jon Ossoff,1978,8091,2062,24.44691633,25.48510691,1.038190582
"Georgia, Taylor County",Jon Ossoff,1312,3792,1388,34.59915612,36.60337553,2.004219409
"Georgia, Telfair County",Jon Ossoff,1435,4255,1488,33.72502938,34.9706228,1.24559342
"Georgia, Thomas County",Jon Ossoff,8158,21600,8708,37.76851852,40.31481481,2.546296296
"Georgia, Tift County",Jon Ossoff,4956,16092,5318,30.79791201,33.04747701,2.249565001
"Georgia, Toombs County",Jon Ossoff,2832,10798,2938,26.22707909,27.20874236,0.981663271
"Georgia, Towns County",Jon Ossoff,1451,7888,1550,18.39503043,19.65010142,1.255070994
"Georgia, Treutlen County",Jon Ossoff,893,3023,952,29.54019186,31.49189547,1.951703606
"Georgia, Troup County",Jon Ossoff,11111,29809,11577,37.27397766,38.83726391,1.563286256
"Georgia, Turner County",Jon Ossoff,1345,3741,1409,35.95295376,37.66372628,1.710772521
"Georgia, Twiggs County",Jon Ossoff,1981,4381,2044,45.21798676,46.65601461,1.438027848
"Georgia, Union County",Jon Ossoff,2616,15378,2800,17.01131487,18.20782937,1.196514501
"Georgia, Upson County",Jon Ossoff,4000,12784,4203,31.28911139,32.87703379,1.587922403
"Georgia, Walker County",Jon Ossoff,5435,28999,5770,18.74202559,19.89723784,1.155212249
"Georgia, Walton County",Jon Ossoff,12146,50738,12683,23.9386653,24.99704364,1.058378336
"Georgia, Ware County",Jon Ossoff,3937,13979,4169,28.16367408,29.82330639,1.659632306
"Georgia, Washington County",Jon Ossoff,4477,9279,4743,48.2487337,51.11542192,2.866688221
"Georgia, Wayne County",Jon Ossoff,2655,12633,2688,21.01638566,21.27760627,0.261220613
"Georgia, Webster County",Jon Ossoff,626,1372,640,45.62682216,46.64723032,1.020408163
"Georgia, Wheeler County",Jon Ossoff,657,2258,689,29.09654562,30.51372896,1.417183348
"Georgia, White County",Jon Ossoff,2273,14716,2411,15.44577331,16.38352813,0.937754825
"Georgia, Whitfield County",Jon Ossoff,10177,36297,10680,28.03812987,29.42391933,1.385789459
"Georgia, Wilcox County",Jon Ossoff,805,3230,861,24.92260062,26.65634675,1.73374613
"Georgia, Wilkes County",Jon Ossoff,2057,4951,2160,41.54716219,43.62754999,2.0803878
"Georgia, Wilkinson County",Jon Ossoff,2017,4704,2074,42.87840136,44.09013605,1.211734694
"Georgia, Worth County",Jon Ossoff,2327,9210,2395,25.2660152,26.00434311,0.738327904
"Georgia, Appling County",Senate Election 1 (Cummulative),1661,8187,1784,20.28826188,21.7906437,1.502381825
"Georgia, Atkinson County",Senate Election 1 (Cummulative),752,3097,825,24.2815628,26.6386826,2.357119793
"Georgia, Bacon County",Senate Election 1 (Cummulative),577,4590,625,12.5708061,13.61655773,1.045751634
"Georgia, Baker County",Senate Election 1 (Cummulative),188,1534,652,12.25554107,42.50325945,30.24771838
"Georgia, Baldwin County",Senate Election 1 (Cummulative),2667,18082,9140,14.74947462,50.54750581,35.79803119
"Georgia, Banks County",Senate Election 1 (Cummulative),899,8725,932,10.30372493,10.68194842,0.378223496
"Georgia, Barrow County",Senate Election 1 (Cummulative),10052,37627,10453,26.71485901,27.78058309,1.065724081
"Georgia, Bartow County",Senate Election 1 (Cummulative),11827,50034,12091,23.63792621,24.16556741,0.527641204
"Georgia, Ben Hill County",Senate Election 1 (Cummulative),2304,6477,2393,35.57202409,36.94611703,1.374092944
"Georgia, Berrien County",Senate Election 1 (Cummulative),1191,7650,1269,15.56862745,16.58823529,1.019607843
"Georgia, Bibb County",Senate Election 1 (Cummulative),11542,69987,43408,16.49163416,62.02294712,45.53131296
"Georgia, Bleckley County",Senate Election 1 (Cummulative),1265,5644,1312,22.41318214,23.24592488,0.832742736
"Georgia, Brantley County",Senate Election 1 (Cummulative),652,7616,700,8.56092437,9.191176471,0.630252101
"Georgia, Brooks County",Senate Election 1 (Cummulative),2582,6976,2791,37.01261468,40.00860092,2.995986239
"Georgia, Bryan County",Senate Election 1 (Cummulative),6342,21163,6738,29.96739593,31.83858621,1.871190285
"Georgia, Bulloch County",Senate Election 1 (Cummulative),10626,29793,11248,35.66609606,37.75383479,2.087738731
"Georgia, Burke County",Senate Election 1 (Cummulative),1894,10560,5208,17.93560606,49.31818182,31.38257576
"Georgia, Butts County",Senate Election 1 (Cummulative),3228,11690,3274,27.61334474,28.00684346,0.393498717
"Georgia, Calhoun County",Senate Election 1 (Cummulative),390,2172,1263,17.9558011,58.14917127,40.19337017
"Georgia, Camden County",Senate Election 1 (Cummulative),7225,23349,7967,30.94350936,34.12137565,3.17786629
"Georgia, Candler County",Senate Election 1 (Cummulative),1217,4370,1269,27.84897025,29.0389016,1.18993135
"Georgia, Carroll County",Senate Election 1 (Cummulative),15858,53973,16236,29.38135735,30.08170752,0.700350175
"Georgia, Catoosa County",Senate Election 1 (Cummulative),6166,32212,6932,19.14193468,21.51993046,2.377995778
"Georgia, Charlton County",Senate Election 1 (Cummulative),986,4477,1105,22.02367657,24.6817065,2.658029931
"Georgia, Chatham County",Senate Election 1 (Cummulative),21031,131847,78247,15.95106449,59.34681866,43.39575417
"Georgia, Chattahoochee County",Senate Election 1 (Cummulative),230,1548,667,14.85788114,43.0878553,28.22997416
"Georgia, Chattooga County",Senate Election 1 (Cummulative),1874,9938,1854,18.85691286,18.65566512,-0.201247736
"Georgia, Cherokee County",Senate Election 1 (Cummulative),40266,143526,42779,28.05484721,29.80574948,1.750902276
"Georgia, Clarke County",Senate Election 1 (Cummulative),9932,50950,36055,19.4936212,70.76545633,51.27183513
"Georgia, Clay County",Senate Election 1 (Cummulative),276,1416,791,19.49152542,55.86158192,36.3700565
"Georgia, Clayton County",Senate Election 1 (Cummulative),28758,111045,95466,25.89760908,85.97055248,60.0729434
"Georgia, Clinch County",Senate Election 1 (Cummulative),649,2797,744,23.20343225,26.59992849,3.396496246
"Georgia, Cobb County",Senate Election 1 (Cummulative),65764,390772,221847,16.82925082,56.77146776,39.94221694
"Georgia, Coffee County",Senate Election 1 (Cummulative),4317,14991,4511,28.79727837,30.09138817,1.294109799
"Georgia, Colquitt County",Senate Election 1 (Cummulative),3998,15891,4190,25.15889497,26.36712605,1.208231074
"Georgia, Columbia County",Senate Election 1 (Cummulative),27345,79907,29232,34.22103195,36.58252719,2.361495238
"Georgia, Cook County",Senate Election 1 (Cummulative),1960,6972,2059,28.1124498,29.53241538,1.419965577
"Georgia, Coweta County",Senate Election 1 (Cummulative),23304,76122,24210,30.61401435,31.80420903,1.190194687
"Georgia, Crawford County",Senate Election 1 (Cummulative),1614,6026,1615,26.78393628,26.80053103,0.016594756
"Georgia, Crisp County",Senate Election 1 (Cummulative),2849,7980,2982,35.70175439,37.36842105,1.666666667
"Georgia, Dade County",Senate Election 1 (Cummulative),1137,7332,1261,15.50736498,17.19858156,1.691216585
"Georgia, Dawson County",Senate Election 1 (Cummulative),2294,15924,2486,14.40592816,15.61165536,1.205727204
"Georgia, Decatur County",Senate Election 1 (Cummulative),4489,11449,4782,39.20866451,41.76783999,2.559175474
"Georgia, DeKalb County",Senate Election 1 (Cummulative),73653,367643,308162,20.03383717,83.82098938,63.78715221
"Georgia, Dodge County",Senate Election 1 (Cummulative),2055,7952,2172,25.84255533,27.3138833,1.471327968
"Georgia, Dooly County",Senate Election 1 (Cummulative),646,4059,1911,15.91525006,47.08056171,31.16531165
"Georgia, Dougherty County",Senate Election 1 (Cummulative),6751,34911,24568,19.33774455,70.3732348,51.03549025
"Georgia, Douglas County",Senate Election 1 (Cummulative),12918,68441,42814,18.87465116,62.55607019,43.68141903
"Georgia, Early County",Senate Election 1 (Cummulative),2164,5105,2450,42.38981391,47.99216454,5.602350637
"Georgia, Echols County",Senate Election 1 (Cummulative),152,1418,167,10.71932299,11.77715092,1.057827927
"Georgia, Effingham County",Senate Election 1 (Cummulative),7462,31319,7718,23.82579265,24.64318784,0.817395191
"Georgia, Elbert County",Senate Election 1 (Cummulative),2671,9075,2879,29.43250689,31.72451791,2.292011019
"Georgia, Emanuel County",Senate Election 1 (Cummulative),2753,9368,2886,29.38727583,30.80700256,1.419726729
"Georgia, Evans County",Senate Election 1 (Cummulative),1248,4191,1324,29.77809592,31.59150561,1.813409687
"Georgia, Fannin County",Senate Election 1 (Cummulative),2414,14686,2570,16.4374234,17.49965954,1.062236143
"Georgia, Fayette County",Senate Election 1 (Cummulative),8770,71470,33062,12.27088289,46.25996922,33.98908633
"Georgia, Floyd County",Senate Election 1 (Cummulative),11620,41288,11917,28.14377059,28.86310792,0.719337338
"Georgia, Forsyth County",Senate Election 1 (Cummulative),38872,128267,42208,30.30553455,32.90635939,2.600824842
"Georgia, Franklin County",Senate Election 1 (Cummulative),1418,10659,1593,13.30331176,14.9451168,1.641805047
"Georgia, Fulton County",Senate Election 1 (Cummulative),100788,520778,380212,19.3533521,73.00846042,53.65510832
"Georgia, Gilmer County",Senate Election 1 (Cummulative),2731,16307,2932,16.74740909,17.98000859,1.232599497
"Georgia, Glascock County",Senate Election 1 (Cummulative),156,1540,155,10.12987013,10.06493506,-0.064935065
"Georgia, Glynn County",Senate Election 1 (Cummulative),14503,41468,15882,34.97395582,38.29941159,3.325455773
"Georgia, Gordon County",Senate Election 1 (Cummulative),4256,23766,4384,17.90793571,18.44652024,0.538584533
"Georgia, Grady County",Senate Election 1 (Cummulative),3359,10580,3619,31.74858223,34.20604915,2.457466919
"Georgia, Greene County",Senate Election 1 (Cummulative),3850,11162,4087,34.49202652,36.61530192,2.123275399
"Georgia, Gwinnett County",Senate Election 1 (Cummulative),87612,411206,241994,21.30610935,58.84982223,37.54371288
"Georgia, Habersham County",Senate Election 1 (Cummulative),3328,20259,3562,16.42726689,17.5823091,1.155042203
"Georgia, Hall County",Senate Election 1 (Cummulative),23337,89787,25033,25.99151325,27.88042812,1.888914876
"Georgia, Hancock County",Senate Election 1 (Cummulative),751,4097,2976,18.33048572,72.63851599,54.30803027
"Georgia, Haralson County",Senate Election 1 (Cummulative),1779,14135,1791,12.58577998,12.67067563,0.084895649
"Georgia, Harris County",Senate Election 1 (Cummulative),5181,19854,5457,26.09549713,27.48564521,1.390148081
"Georgia, Hart County",Senate Election 1 (Cummulative),2782,12532,3157,22.19917012,25.19150974,2.992339611
"Georgia, Heard County",Senate Election 1 (Cummulative),824,5333,824,15.45096569,15.45096569,0
"Georgia, Henry County",Senate Election 1 (Cummulative),22893,121709,73443,18.80961967,60.34311349,41.53349383
"Georgia, Houston County",Senate Election 1 (Cummulative),31342,74162,32239,42.26153556,43.47104986,1.209514307
"Georgia, Irwin County",Senate Election 1 (Cummulative),957,4144,1008,23.09362934,24.32432432,1.230694981
"Georgia, Jackson County",Senate Election 1 (Cummulative),7341,37383,7642,19.63726828,20.4424471,0.805178825
"Georgia, Jasper County",Senate Election 1 (Cummulative),1723,7592,1761,22.69494204,23.19546891,0.50052687
"Georgia, Jeff Davis County",Senate Election 1 (Cummulative),989,5698,1028,17.35696736,18.04141804,0.684450684
"Georgia, Jefferson County",Senate Election 1 (Cummulative),1412,7554,4058,18.69208366,53.71988351,35.02779984
"Georgia, Jenkins County",Senate Election 1 (Cummulative),1223,3400,1266,35.97058824,37.23529412,1.264705882
"Georgia, Johnson County",Senate Election 1 (Cummulative),1138,4034,1222,28.21021319,30.29251363,2.082300446
"Georgia, Jones County",Senate Election 1 (Cummulative),4768,14842,4882,32.12505053,32.89314109,0.768090554
"Georgia, Lamar County",Senate Election 1 (Cummulative),2603,8988,2620,28.96083667,29.14997775,0.189141077
"Georgia, Lanier County",Senate Election 1 (Cummulative),918,3519,1019,26.08695652,28.95709008,2.870133561
"Georgia, Laurens County",Senate Election 1 (Cummulative),7891,22474,8074,35.11168461,35.92595889,0.814274272
"Georgia, Lee County",Senate Election 1 (Cummulative),4407,16559,4558,26.61392596,27.52581678,0.911890815
"Georgia, Liberty County",Senate Election 1 (Cummulative),5023,21091,13104,23.81584562,62.13076668,38.31492106
"Georgia, Lincoln County",Senate Election 1 (Cummulative),1374,4593,1432,29.91508818,31.17787938,1.262791204
"Georgia, Long County",Senate Election 1 (Cummulative),2001,5581,2035,35.85378964,36.46299946,0.609209819
"Georgia, Lowndes County",Senate Election 1 (Cummulative),18701,45772,20116,40.85685572,43.94826532,3.091409595
"Georgia, Lumpkin County",Senate Election 1 (Cummulative),2903,15363,3126,18.89604895,20.34758836,1.451539413
"Georgia, Macon County",Senate Election 1 (Cummulative),768,4593,2858,16.72109732,62.22512519,45.50402787
"Georgia, Madison County",Senate Election 1 (Cummulative),3316,14798,3411,22.40843357,23.05041222,0.641978646
"Georgia, Marion County",Senate Election 1 (Cummulative),1269,3599,1312,35.25979439,36.45457071,1.194776327
"Georgia, McDuffie County",Senate Election 1 (Cummulative),4001,10370,4168,38.58244937,40.19286403,1.610414658
"Georgia, McIntosh County",Senate Election 1 (Cummulative),2483,6602,2612,37.60981521,39.56376855,1.953953347
"Georgia, Meriwether County",Senate Election 1 (Cummulative),4217,10778,4287,39.1259974,39.77546855,0.649471145
"Georgia, Miller County",Senate Election 1 (Cummulative),635,2781,748,22.83351312,26.89679971,4.063286588
"Georgia, Mitchell County",Senate Election 1 (Cummulative),1229,8871,3993,13.85413144,45.01183632,31.15770488
"Georgia, Monroe County",Senate Election 1 (Cummulative),4263,15428,4385,27.63157895,28.42234898,0.790770029
"Georgia, Montgomery County",Senate Election 1 (Cummulative),932,3920,980,23.7755102,25,1.224489796
"Georgia, Morgan County",Senate Election 1 (Cummulative),3222,11627,3353,27.71136149,28.83804937,1.126687882
"Georgia, Murray County",Senate Election 1 (Cummulative),2056,15151,2301,13.57006138,15.18711636,1.61705498
"Georgia, Muscogee County",Senate Election 1 (Cummulative),15269,79550,49446,19.19421747,62.15713388,42.9629164
"Georgia, Newton County",Senate Election 1 (Cummulative),9001,53778,29789,16.73732753,55.3925397,38.65521217
"Georgia, Oconee County",Senate Election 1 (Cummulative),7530,25142,8162,29.94988466,32.46360671,2.513722059
"Georgia, Oglethorpe County",Senate Election 1 (Cummulative),2365,8057,2439,29.35335733,30.27181333,0.918456001
"Georgia, Paulding County",Senate Election 1 (Cummulative),29024,84548,29695,34.32842882,35.12206084,0.79363202
"Georgia, Peach County",Senate Election 1 (Cummulative),1731,12432,5922,13.92374517,47.63513514,33.71138996
"Georgia, Pickens County",Senate Election 1 (Cummulative),2698,16969,2824,15.89958159,16.64211209,0.742530497
"Georgia, Pierce County",Senate Election 1 (Cummulative),991,8941,1100,11.08377139,12.3028744,1.219103009
"Georgia, Pike County",Senate Election 1 (Cummulative),1476,10649,1505,13.86045638,14.13278242,0.27232604
"Georgia, Polk County",Senate Election 1 (Cummulative),3607,17235,3657,20.92834349,21.21845083,0.29010734
"Georgia, Pulaski County",Senate Election 1 (Cummulative),1183,4005,1230,29.5380774,30.71161049,1.173533084
"Georgia, Putnam County",Senate Election 1 (Cummulative),3333,11767,3448,28.32497663,29.30228605,0.977309425
"Georgia, Quitman County",Senate Election 1 (Cummulative),472,1086,497,43.46224678,45.76427256,2.302025783
"Georgia, Rabun County",Senate Election 1 (Cummulative),1804,9472,1984,19.04560811,20.94594595,1.900337838
"Georgia, Randolph County",Senate Election 1 (Cummulative),444,3041,1671,14.60046037,54.94902992,40.34856955
"Georgia, Richmond County",Senate Election 1 (Cummulative),23089,85968,59119,26.85766797,68.76861158,41.91094361
"Georgia, Rockdale County",Senate Election 1 (Cummulative),8923,44263,31237,20.15904932,70.57135757,50.41230825
"Georgia, Schley County",Senate Election 1 (Cummulative),440,2256,462,19.5035461,20.4787234,0.975177305
